,0
231,coba pertemukan saya dengan yang mengeluh tarif tol mahal haalllloooo bung fadli kok diam
232,parah kubu mental nasi bungkus
233,jalan kaki saja biar murah
234,gratis zon kau kan suka gratisan gratis korupsi fasiltas negara buat keluargamu jangan sampai kau terlihat lewat dan jangan lewat jalan toll
235,trus kalau kau ketahuan korupsi fasilitas negara mau gratisan fasilitas milik negara buat keluargamu kau bilang apa komenmu zon
236,sebut aja orng yg bilang tol mahal ya bodoh
237,belum pernah lewat toll kali fadli zonk awas ya kalo sampai lewat toll
238,tarif tol mahal karena bukan barang atau jasa yang disubsidi pemerintah murah lewat jalan non tol tugas dpr adalah menetapkan tarif tol disubsidi apbn menjadi tugas dan kewajiban pak fadli zon sebagai anggota dpr
239,ngemeng aja lu zonk bau
240,zonk ini species jenis apa sih
241,waktu memang mahal pak dengan tol orang bisa silaturahmi lebih lama truk bisa lebih cepat sampai meningkatkan produktivitas pengennya enak aja ane juga nganggap mahal tapi ga ngeluh contoh lain tu mrt juga mahal pak tapi dikit yang ngeluh dan sering penuh
242,semoga menit bisa memberikan berita2 yang lebih berbobot ketimbang memberitakan hal hal kayak gini mohon maaf menit saya pembacamu uangbsetia dan ingin melihat berita2 yang lebih punya nilai informasi ketimbang opini yg nyinyir kyak gini
243,harap maklum yang dijadikan patokan perbandingan adalah harga nasi bungkus
244,seandainya idul adha nanti makhluk wujud zon ini bisa di korban kan alangkah damainya indonesia setelah idul adha
245,mulutmu sampah
246,blunder
247,besok besok nggak usah ditanyain zonk model gini ra mutu
248,pesawat okelah mahal klo tol ente idiot ap gmn sbg gambaran jkt solo tol 426rb bandingin bis jkt slo aj di hr mndekati lebaran tiket jg 4 an rb 1 kluarga anggep 4 org udah 1 6jt pke bis klo mau make tol dng kndaraan pribadi dr jkt solo bensin 5 rb tol 426rb sisanya buat laen tgl ente pilih kcuali ente make mobil v8 badut idiot
249,lah trs lu gk prnh di curhati oleh rakyat klo kerja lu gk becus selama ini gk pernah di curhati klo selama ini lu hanya bs nyinyir terus ke pemerintah tanpa sekalipun memuji kinerjanya pemerintah muka tembok
250,kan ada jalur pantura yg dari dulu bisa dipakai klo gak bisa pake tol ya jalur biasa aja lagian katanya buat apa jalan tol malah bawa2 agama segala kok sekarang di ribut in lagian bukannya waktu request budget tarif yg akan dikenakan juga ada approval dpr
251,pingin kuludahi muka si zonk dajjal kampret satu ini
252,tong gentong nyaring bunyi nya orang ky gini harus d daur ulang biar hidup berkah pak fz tlg cek lapangan sebelum jeplak drpd anda d hujat orang tlg d cek data drpd anda salah kata hasil perundang2 saja udh berhasil brp persen di sahkan pak fz selama anda menjabat intropeksi diri anda
253,fz tau nya apa sih otak isinya cuman ikan buntel kok dimintai pendapat
254,isi otak seperti itu tapi pemerintah nge gaji dia lebih dari 8 jt bln
255,maklum sarjana satra pengagum karl marx gk lulus matematika hitung 62 juga salah untung bos nya oon juga
256,si ngabalin juga curhati si zon coba check di youtube kata kuncinya atau copy paste aja di google debat seru ngabalin mulutmu sampah
257,botol yakult dikasih nyawa kok dijadiin berita
258,kalau versi kawan gua yg juga orang padang look like king of kong
259,pekerjaannya orang ini apa sih sebenarnya
260,segitu mahal kelewatan klo gt
261,demi kejayaan indonesia ayo kita dukung pemerintah untuk terus lmembangun infrastruktur membangun membangun pembangunan infrastruktur yg masiv di berbagai wilayah indonesia adalah syarat mutlak untuk proses pemerataan kesejahtaraan semua memang harus berproses pembangunan sekarang ini efeknya mungkin baru betul betul secara ekonomi dapat dinikmati oleh periode pemerintahan setelah pak jokowi
262,mau murah jgn pake tol dan tlg sumbangkan gaji anda jgn tiap hari sumbang nyinyir
263,simple yg jiwa kampretnya sdh akut ga perlu pakai apapun yang dibangun pemerintahan jkw termasuk tol jika lihat beruk di jalan tol tembak ndase
264,mulut rusak keluarnya omongan benci terus
265,kirim sepatu sekontainer aja cuma nambah rp 4 per pasang dgn biaya tol rp 66 5 rb wakakaka dibebankan ke konsumen emang rp 4 per pasang keliatan memberatkan dan mahal wakakaka
266,satu kontener 165 pasang itu tarif buat gol 1 lagian
267,ya udah di kali kan 1 jadi rp 4 masih mahal ya
268,otak dipake kalau merasa toll itu mahal ya lewat jalan propinsi gratis gak bayar mikir segitu aja otak gak nyampe aneh orang sperti ini kok bisa jadi anggota dewan
269,repot sama kubu ini mental gratisan mulu
270,jakarta surabaya naik mobil ber 5 plus bensin 1 orang 2 rb mahal sdh sangat keterlaluan kedengkiannya
271,yg ngeluh brp org yg gunakan tol brp org dan brp prosentasenya brp perbandingannya tuman boss dpt aduan ga ngecek dulu asal jeplak aja
272,rumangsamu gawe tol duit e mbahmu opo wong kok gaweane nyinyir wae
273,terimaksih bapak presiden kita sekeluaga mudik ke ponorogo dengan biaya murah kurang lebib rp 7 dan bensin juga gak banyak kita rame rame pak ada 6 orang keluarga di banding kita naik bus rp 45 orang atau naik pesawat pasti lebih mahal dan hanya perlu waktu 9 jam kuranh lebih terimaksih pak presiden semoga sehat selalu dan tetap sederhana aminnnn
274,seandainya beliau bisa di ekspor k negara lain mgkin indonesia akan lebih sejuk dan damai
275,mang bikin tol ga pake duit kalau tol murah ntar kapan balik investasi nya kalau pakai duit pinjaman dibilang banyak utang lu mah cuman ngomong aja ga ada solusi
276,kalo orang ga punya uang ga usah lewat tol punya mobil saja bisa masa masih bayar tol pengenya gratisan lihat noh masih banyak mudik naik motor panas2 an
277,ada harga ada kualitas bro jgn cuma bisa beli mobil tapi tidak sanggup bayar tol jgn cuma beli mobil tapi tdk punya garasi ibaratnya sya mudik lebaran ini yang kebetulan saya orang bali dan ortu ada dilampung biasanya 3 hari 2 malam saya tempuh tetapi semenjak ada tol sya tempuh hanya 2 hari 1 malam saya sangat berterima kasih atas kinerja kabinet jokowi kerja kerja kerja tidak omong doang omdo sekali lagi terima kasih my president bravo jokowi jokowi mudiklebaran2 19
278,kalo mahal lewat jalan biasa aja
279,tol e wowo murah
280,lain kali kalau milih anggota dpr ri itu yg bener makanya yang pendidikannya jelas bukan tukang puisi dan nyinyir
281,gmn pun beliau ada wakil dpr ri yg terhormat jd stiap omongan beliau adalah yg paling benar biar aja beliau sprti itu terus emang sudah tabiatny sprti itu kutukn jd tukang nyinyir
282,kalo dirasa mahal ya nggak usah lewat tol gitu aja kok susah zonk
283,guwe mending bayar tol mahal dan cepat dari pada ngk ada tol kan tidak ada yang maksa mau pakai tol toh jalan propinsi juga bisa digunakan kalau mau cepat dan nyaman yah ada harga ada barang kok jalan pikiran loe kayak zaman suharto
284,zonk ini jauh lebih hebat dri rezim yg skrg dengan modal nyinyir doang zonk bisa bangun infrastruktur yv lebih hebat tpi masalahnya zonk blm dikasih kesempatan buat buktiin
285,na kalo emang lo bener bela rakyat lo kritisi deh yg kayak gini jg kritisi kalo harga2 pd naik terutama harga bbm pln dan lpg
286,bozz zon tor anda makan gaji buta 5m bln dr pajak hsl banting tulang n keringat siang malam para pembayar setia pph21 ppn1 pajak hiburan barang mewah pembangunan dll bukan buat lo ngomong hal yg kagak bermutu jd lo balikin ya duit gaji slama 5 taon kemarin kenegara nyesel kita yg bayar pajak nih mending disumbangin buat kaum duafah aja pasti lbh bermanfaat
287,mpe dtk ini gw heran trtm ma makhluk ini gerombolannya pdhl kan cowo bpk2 tp kok nyiiiiiiinyirnya minta ampun dimana2 maksudnya di luar negri yg notabene warganya bnyk non muslim pihak oposisi or pengkritik pemerintah kl ngritik ntu berkelas bermutu ga ada satupun yg nyinyir kl pun kdg ada yg mpe ribut kyk tonjok2an di dewan mrk tp mrk ttp ngga pernah nyinyir ngga bikin statemen yg bs bikin sebag bsr warga kesal kyk si tong kosong bunyi nyaring ini
288,emangnya diwajibkan lewat tol apapun biaya yg dikeluarkan pasti sebanding dengan nilai kepuasan koq anggota dewan bisa bodoh gini ya gaji aja loe makan tapi otak nol besar
289,mau bermacet ria dan gratis silahkan lewat jalur pantura azza dijamin 2x24jam sampe surabaya hargai waktu anda donk
290,mendingan uang demo jadiin subsidi jalon toll baru si zonk ada manfaatnya
291,otak di orang ini setengah sudah rusak parah dan setengahnya lagi ditaro di dengkul jadi di kepalanya gak ada otak
292,sama pemujanya mau semahal apapun pasti dibela ato kalo bener merasa ni rezim serba naik mahal yaa minimal diem lah tu pemujanya tapi alhamdulillaah semua naik berarti taraf hidup rakyat indonesia semuanya meningkat hidup rezim
293,tidak ada paksaan mau lewat mana bego dipamer pamerkan terbiasa nyadhong karduslah yang merasa mahal
294,tol mahal dibangun pake duit bukan pake daon zonk
295,dibuat murah juga 2 ga mau lewat tol ga mau makan insfrast
296,curhat dong mah knapa tol bayarnya mahal atuh he eh emangnya di bikin pake daun pikiiiiiiir
297,alhamdulillah di jaman rezim ini semua pada ngeluh tiket pesawat mahal bukan lagi sembako mahal it menunnjukan peningkatan taraf hidup masyarakat indonesia
298,zong kosong nyaring bunyinya
299,bagus lah mahal kalo murah nanti semua mobil masuk artinya bukan jalan bebas hambatan lagi kalo mau murah lewat jalan biasa sekalian makan di warung warung jalan
300,tol nya panjang mahal ya pantes lah kalo tol 2km ya murah bgmn to isone nyalahken doang kritik yang membangun cuuuy
301,orang ini pola pikirnya aneh laen kali jangan di wawancara i
302,tol mahal tapi hemat bbm hemat uang makan hemat biaya berobat dan tukang pijat berpikirlah secara makro agar lebih bahagia dan tak terjebak pola pikir bani kampret
303,klo dr jakarta surabaya hanya 6 rb an mahal nya dmn ya dasar otak jongos sekalipun 1 rb ttp aja dia bilang mahal kampret tulen otak kebalik
304,kalo mau apa2 murah tunggu ntar jagoan lu mimpin zonk di dunia mimpi komen mahal orang2 juga tetep lewat bisa buang duit banyak buat pulsa hape pulang setaon sekali aja ribut ga mau mahal diem aja dirumah pret
305,yg curhat jg aneh kaya gak ada tempat lain aja buat curhat
306,yg curhat itu masih satu grombolan y tpi walopun dah tau mahal tetep aza tuh di lewatin padahal akan ada pilihan yg gratis
307,yg curhat sama ini orang bodok yg dicurhati cocok buat jalan bahan marka tol sama2 bodok
308,yg curhat itu masih satu gromobolan y tpi walopun dah tau mahal tetep aza di lewati padahal kan ada pilihan yg gratis 1
309,tahu nggak kira2 orang model apa yg curhat ke zonktor paling model2 anak alay liman sugriwa
310,model ulama monas yg selalu berharap nasi bungkus
311,dasar si mulut sampah selalu mengeluarkan bau busuk
312,kek ulet gendon lu tong
313,wkwkwkkkk nek aku sing nyawang rupane zonktor persis upil coro kecoak
314,keberpihakan kepada yg miskin gpp yg kaya bayar toll mahal gpp mampu punya mobil yg penting uang toll nya jangan buat bayat gaji si dungu kita gak rela
315,manusia itu ada yg berguna dan ada yg tidak berguna anda fz ini memungut 1 botol plastik di jalan lalu dibuang ke tempat sampah maka fz sdh betmanfaat bagi mengurangi pencemaran mau jadi orang bermanfaat tidak sulit
316,kalau g mampu bayar tol lewat jalur biasa aja bos trus pas jajan di pinggir jalan di ketok harga lbh dari tarif tol enak kan
317,ga usah dikomenin kalo yang ini jenis jenis mahluk yang sengaja minta kebodohannya dibikin viral
318,si zonk kalo baca komen2 di detik com mestinya malu kalo perlu mengundurkan diri tapi sayangnya dia sdh gak punya kemaluan muka tembok mulut nyinyir adalah takdirnya
319,naik motor masuk jalan tol boleh gak brow
320,apa ada yg setuju fz jadi presiden ri tahun 25
321,hahaha lebih seru komentarnya daripada berita ttg fz yg milih pasti saudara2nya yg cara berpikirnya yg dipilih orang kita kan banyak yg sukanya cari2 sensasi gak mau mikirin kemajuan bangsa tapi selalu mengatasnamakan rakyat hahaha si mental miskin
322,banyak gk suka kok dipilih waduhh dulu gimana nich
323,kok jd mirip daus mini ya
324,si dungu ini kapan mati
325,kadang saya suka aneh harga mobil ratusan juta mampu beli masa bayar tol ratusan ribu ngomel ngomel
326,punya mobil ambulance yang tujuannya buat bantu kejadian kecelakaan kok buat angkut batu batuan buat senjata demo ini yang salah urus dan menggunakan fasilitas bukan pada tempatnya ini yang bikin suara gerinda ngak sampai 62 ini harusnya diteliti dan ditelusuri biar tahun 2 24 fadli zonk bisa mencalonkan jadi calon presiden 2 24 2 29
327,sadarkah anda bahwa anda ditempat saat ini karena kebetulan alias bukan pilihan rakyat bukalah halaman detik di tiap berita yang memuat tentangmu lihatlah sendiri bagaimana rakyat mengomentarimu its logic
328,adem idup loe zonk dimaki maki 1 pembaca
329,dah makanan sehari hari dia bro
330,yaelah pada bisa beli mobil masa disuru bayar segitu aj komplain toh ga semua jalur harus dipake tergantung tujuan akhirnya
331,si zonk mudiknya lewat jalur dalam tanah maklum kel cacing jd gak pake bayar tol
332,wkwkwkwkw komen sampe 1 an gk ada yg belain si zonk
333,curhat donk aa zonk kenapa kalo liat aa suka pengen sleding soalnya aa lebih lebih dari nenek komplek yang beli sayuran nyinyirnya ampun ampunan
334,hahahaha kampungan yg lapor fz tapi biasa orang 2 dia juga karena hanya kampret yg nggk bisa lihat hasip tol krn dia sibuk cari nasbung
335,bagi masarakat jgan mikirin tol mahal seharusnya mikir pembangunan ini ladang minjam uang harus di kembalikan lgi ikuti aj biar negara ga bangkrut
336,lebaran oi nyinyir mulu cari ksalahan ini idul fitri hari raya umat islam apakah anda benar benar islam
337,macam punya prestasi kalau ngomong wkwkwkwk
338,i sm groot
339,zoonk masalah mahal murah itu relatif kalo org yang udah bisa beli mobil harusnya bukan sesuatu yang membebani bayar toll harusnya ente jelasin ke org2 yang curhat ke ente kalo pembayaran toll itu bisa jadi untuk bayarin gaji ente sekutu ente yang hanya bisa berbual2 gak ada hasil
340,paling jg yang curhat settingan emak2nya jg paling kader partainya jg ayo dicomment terus orang ini supaya bisa ngalahin komen berita sujud syukur 62 hahahahhahahahahaha
341,yang curhat mungkin setan gundul genderuwo saya sih setuju saja kalau tol tiket pesawat itu gratis entar yang bayar pakai uangnya si fali zonk wowo uno hamin rasis
342,yang komentar 1 orang yang kena 4 orang
343,lima taun udah buat apa untuk negri ini zon
344,ha ha nyinyir melalu tapi nggak apa2 memang perlu ada oposisi biar rame walau kita tahu komentar tentang ini nggak bermutu
345,yah pake kuda aja kalo gak mau mahal tong kuda putih milik wowo tapi jangan lupa kotorannya dimakan
346,mudik pakai kuda lebih mahal bro
347,klo mahal gak usah lewat tol gak ada yv maksa gitu aja gak paham wakil rakyat guobluook
348,jangan bodohi rakyat yang meresmikan harga tol khan dpr kok seperti maling teriak maling ya
349,mulut nya cuma berisi sampah aja orang ini nyindir doang isinya
350,buntelan bagong terserah mau bilang apa
351,banyak ngomong lu ondelondel
352,gak usah lewat tol ingin gratis melulu terbiasa nasi bungkus gartis untuk demo pilih jalan tak berbayar lewat mana itu pilihan tak ada paksaan ngadu fadli siikan buntel ya pasti bilang mahaaaaaaalll
353,kalo gerombolan zonk yg menang semua gratis tol rumah sakit sekolah semua gratis sembako bbm listrik semua murah 5 tahun negara bubar dia kabur bawa duit korupsi
354,berguna dikit zonk gausah terima gaji gitu kasih pemerintah terus belusukan aceh sampai merauke baru gua percaya
355,dari pada membiayai perusuh people power yg anarkis ya lebih baik uangnya dipakai untuk bangun jalan tol krn bermanfaat bagi kemajuan bangsa menekan biaya produksi dan menolong orang2 miskin untuk tetap leluasa gratis menggunakan jalan2 lama antar propinsi yg sekarang tentu sudah tidak macet lagi krn sdh ada alternatif ribuan km jln tol terbaru
